Crank Radius,Link Length,Offset,Theta Angle,Phi Angle,Link Normal Stress,Xs,Vs,As
118.500,192.500,46.500,285.000,-19.811,0.209,223.347,-904.226,-47.163
118.500,192.500,46.500,300.000,-16.469,0.205,251.896,-1063.690,83.244
118.500,192.500,46.500,315.000,-11.030,0.200,276.389,-1216.217,207.978
118.500,192.500,46.500,330.000,-3.792,0.197,295.157,-1351.413,318.539
118.500,192.500,46.500,345.000,4.706,0.197,306.921,-1460.064,407.393
118.500,192.500,46.500,360.000,13.706,0.202,310.879,-1534.765,468.483
,,,,,,,,
121.000,193.000,37.000,15.000,19.860,0.209,309.700,-1585.888,508.144
121.000,193.000,37.000,30.000,27.729,0.222,297.536,-1579.958,503.294
121.000,193.000,37.000,45.000,33.988,0.237,278.242,-1532.086,464.145
121.000,193.000,37.000,60.000,38.407,0.250,253.132,-1445.535,393.365
121.000,193.000,37.000,75.000,40.993,0.260,223.918,-1326.204,295.777
121.000,193.000,37.000,90.000,41.839,0.263,192.590,-1182.224,178.033
121.000,193.000,37.000,105.000,40.993,0.260,161.284,-1023.409,48.157
121.000,193.000,37.000,120.000,38.407,0.250,132.132,-860.581,-85.001
121.000,193.000,37.000,135.000,33.988,0.237,107.122,-704.836,-212.366
121.000,193.000,37.000,150.000,27.729,0.222,87.958,-566.788,-325.258
121.000,193.000,37.000,165.000,19.860,0.209,75.946,-455.845,-415.984
121.000,193.000,37.000,180.000,10.917,0.200,71.904,-379.567,-478.361
121.000,193.000,37.000,195.000,1.687,0.196,76.108,-343.153,-508.140
121.000,193.000,37.000,210.000,-6.959,0.198,88.272,-349.084,-503.290
121.000,193.000,37.000,225.000,-14.264,0.202,107.566,-396.955,-464.142
121.000,193.000,37.000,240.000,-19.713,0.208,132.676,-483.505,-393.364
121.000,193.000,37.000,255.000,-23.042,0.213,161.890,-602.836,-295.779
121.000,193.000,37.000,270.000,-24.157,0.215,193.217,-746.814,-178.037
121.000,193.000,37.000,285.000,-23.042,0.213,224.524,-905.629,-48.161
121.000,193.000,37.000,300.000,-19.713,0.208,253.676,-1068.458,84.997
121.000,193.000,37.000,315.000,-14.264,0.202,278.686,-1224.203,212.363
121.000,193.000,37.000,330.000,-6.959,0.198,297.850,-1362.252,325.257
121.000,193.000,37.000,345.000,1.687,0.196,309.862,-1473.196,415.985
121.000,193.000,37.000,360.000,10.917,0.200,313.904,-1549.474,478.365
,,,,,,,,
120.500,193.000,39.000,15.000,20.380,0.209,309.212,-1583.295,506.045
120.500,193.000,39.000,30.000,28.183,0.223,297.099,-1577.389,501.215
120.500,193.000,39.000,45.000,34.380,0.238,277.884,-1529.714,462.227
120.500,193.000,39.000,60.000,38.751,0.252,252.878,-1443.521,391.739
120.500,193.000,39.000,75.000,41.307,0.261,223.785,-1324.683,294.555
120.500,193.000,39.000,90.000,42.142,0.265,192.586,-1181.299,177.297
120.500,193.000,39.000,105.000,41.307,0.261,161.409,-1023.140,47.958
120.500,193.000,39.000,120.000,38.751,0.252,132.378,-860.984,-84.650
120.500,193.000,39.000,135.000,34.380,0.238,107.472,-705.883,-211.488
120.500,193.000,39.000,150.000,28.183,0.223,88.387,-568.405,-323.914
120.500,193.000,39.000,165.000,20.380,0.209,76.424,-457.921,-414.265
120.500,193.000,39.000,180.000,11.499,0.200,72.399,-381.958,-476.385
120.500,193.000,39.000,195.000,2.319,0.196,76.586,-345.695,-506.040
120.500,193.000,39.000,210.000,-6.296,0.197,88.699,-351.601,-501.210
120.500,193.000,39.000,225.000,-13.587,0.202,107.913,-399.275,-462.224
120.500,193.000,39.000,240.000,-19.034,0.208,132.919,-485.467,-391.738
120.500,193.000,39.000,255.000,-22.365,0.212,162.013,-604.304,-294.557
120.500,193.000,39.000,270.000,-23.482,0.214,193.211,-747.688,-177.301
120.500,193.000,39.000,285.000,-22.365,0.212,224.388,-905.847,-47.962
120.500,193.000,39.000,300.000,-19.034,0.208,253.419,-1068.003,84.646
120.500,193.000,39.000,315.000,-13.587,0.202,278.326,-1223.104,211.485
120.500,193.000,39.000,330.000,-6.296,0.197,297.411,-1360.582,323.913
120.500,193.000,39.000,345.000,2.319,0.196,309.374,-1471.068,414.266
120.500,193.000,39.000,360.000,11.499,0.200,313.399,-1547.031,476.388
,,,,,,,,
120.000,193.000,41.000,15.000,20.898,0.210,308.724,-1580.701,503.945
120.000,193.000,41.000,30.000,28.634,0.224,296.661,-1574.819,499.135
120.000,193.000,41.000,45.000,34.770,0.239,277.526,-1527.343,460.309
120.000,193.000,41.000,60.000,39.093,0.253,252.624,-1441.508,390.114
120.000,193.000,41.000,75.000,41.617,0.262,223.651,-1323.163,293.333
120.000,193.000,41.000,90.000,42.442,0.266,192.582,-1180.373,176.562
120.000,193.000,41.000,105.000,41.617,0.262,161.535,-1022.871,47.759
120.000,193.000,41.000,120.000,39.093,0.253,132.624,-861.388,-84.299
120.000,193.000,41.000,135.000,34.770,0.239,107.821,-706.930,-210.611
120.000,193.000,41.000,150.000,28.634,0.224,88.815,-570.023,-322.570
120.000,193.000,41.000,165.000,20.898,0.210,76.902,-459.997,-412.546
120.000,193.000,41.000,180.000,12.080,0.201,72.894,-384.350,-474.408
120.000,193.000,41.000,195.000,2.950,0.196,77.063,-348.236,-503.940
120.000,193.000,41.000,210.000,-5.631,0.197,89.126,-354.118,-499.131
120.000,193.000,41.000,225.000,-12.907,0.201,108.261,-401.594,-460.306
120.000,193.000,41.000,240.000,-18.351,0.207,133.163,-487.429,-390.113
120.000,193.000,41.000,255.000,-21.685,0.211,162.136,-605.773,-293.334
120.000,193.000,41.000,270.000,-22.803,0.213,193.205,-748.562,-176.565
120.000,193.000,41.000,285.000,-21.685,0.211,224.252,-906.064,-47.763
120.000,193.000,41.000,300.000,-18.351,0.207,253.163,-1067.547,84.294
120.000,193.000,41.000,315.000,-12.907,0.201,277.966,-1222.005,210.608
120.000,193.000,41.000,330.000,-5.631,0.197,296.972,-1358.913,322.569
120.000,193.000,41.000,345.000,2.950,0.196,308.885,-1468.940,412.548
120.000,193.000,41.000,360.000,12.080,0.201,312.894,-1544.588,474.412
,,,,,,,,
119.500,193.000,43.000,15.000,21.414,0.211,308.237,-1578.108,501.845
119.500,193.000,43.000,30.000,29.083,0.225,296.224,-1572.250,497.055
119.500,193.000,43.000,45.000,35.157,0.240,277.169,-1524.972,458.391
119.500,193.000,43.000,60.000,39.431,0.254,252.370,-1439.494,388.488
119.500,193.000,43.000,75.000,41.926,0.264,223.518,-1321.642,292.110
119.500,193.000,43.000,90.000,42.740,0.267,192.579,-1179.448,175.826
119.500,193.000,43.000,105.000,41.926,0.264,161.660,-1022.601,47.560
119.500,193.000,43.000,120.000,39.431,0.254,132.870,-861.791,-83.947
119.500,193.000,43.000,135.000,35.157,0.240,108.170,-707.977,-209.733
119.500,193.000,43.000,150.000,29.083,0.225,89.244,-571.641,-321.226
119.500,193.000,43.000,165.000,21.414,0.211,77.380,-462.073,-410.827
119.500,193.000,43.000,180.000,12.660,0.201,73.389,-386.741,-472.431
119.500,193.000,43.000,195.000,3.581,0.197,77.541,-350.778,-501.841
119.500,193.000,43.000,210.000,-4.966,0.197,89.553,-356.635,-497.051
119.500,193.000,43.000,225.000,-12.225,0.201,108.608,-403.913,-458.388
119.500,193.000,43.000,240.000,-17.665,0.206,133.407,-489.391,-388.487
119.500,193.000,43.000,255.000,-21.001,0.210,162.259,-607.242,-292.112
119.500,193.000,43.000,270.000,-22.120,0.212,193.198,-749.436,-175.829
119.500,193.000,43.000,285.000,-21.001,0.210,224.116,-906.282,-47.564
119.500,193.000,43.000,300.000,-17.665,0.206,252.907,-1067.092,83.943
119.500,193.000,43.000,315.000,-12.225,0.201,277.607,-1220.906,209.730
119.500,193.000,43.000,330.000,-4.966,0.197,296.533,-1357.244,321.225
119.500,193.000,43.000,345.000,3.581,0.197,308.397,-1466.812,410.829
119.500,193.000,43.000,360.000,12.660,0.201,312.389,-1542.145,472.435
,,,,,,,,
119.000,193.000,45.000,15.000,21.928,0.212,307.749,-1575.514,499.745
119.000,193.000,45.000,30.000,29.529,0.225,295.786,-1569.681,494.975
119.000,193.000,45.000,45.000,35.542,0.241,276.811,-1522.601,456.473
119.000,193.000,45.000,60.000,39.768,0.255,252.116,-1437.480,386.863
119.000,193.000,45.000,75.000,42.231,0.265,223.385,-1320.122,290.888
119.000,193.000,45.000,90.000,43.035,0.268,192.575,-1178.522,175.090
119.000,193.000,45.000,105.000,42.231,0.265,161.786,-1022.332,47.361
119.000,193.000,45.000,120.000,39.768,0.255,133.116,-862.195,-83.596
119.000,193.000,45.000,135.000,35.542,0.241,108.519,-709.024,-208.856
119.000,193.000,45.000,150.000,29.529,0.225,89.672,-573.258,-319.882
119.000,193.000,45.000,165.000,21.928,0.212,77.858,-464.149,-409.108
119.000,193.000,45.000,180.000,13.238,0.202,73.883,-389.132,-470.455
119.000,193.000,45.000,195.000,4.212,0.197,78.018,-353.320,-499.741
119.000,193.000,45.000,210.000,-4.301,0.197,89.981,-359.153,-494.971
119.000,193.000,45.000,225.000,-11.542,0.200,108.956,-406.233,-456.470
119.000,193.000,45.000,240.000,-16.977,0.205,133.650,-491.352,-386.862
119.000,193.000,45.000,255.000,-20.313,0.209,162.382,-608.710,-290.890
119.000,193.000,45.000,270.000,-21.434,0.211,193.192,-750.309,-175.094
119.000,193.000,45.000,285.000,-20.313,0.209,223.981,-906.499,-47.365
119.000,193.000,45.000,300.000,-16.977,0.205,252.650,-1066.636,83.592
119.000,193.000,45.000,315.000,-11.542,0.200,277.247,-1219.808,208.853
119.000,193.000,45.000,330.000,-4.301,0.197,296.095,-1355.574,319.881
119.000,193.000,45.000,345.000,4.212,0.197,307.908,-1464.684,409.110
119.000,193.000,45.000,360.000,13.238,0.202,311.883,-1539.702,470.458
,,,,,,,,
118.000,193.000,48.500,15.000,22.814,0.213,306.774,-1570.334,495.546
118.000,193.000,48.500,30.000,30.289,0.227,294.912,-1564.550,490.816
118.000,193.000,48.500,45.000,36.188,0.243,276.096,-1517.865,452.637
118.000,193.000,48.500,60.000,40.327,0.257,251.609,-1433.460,383.612
118.000,193.000,48.500,75.000,42.736,0.267,223.119,-1317.087,288.444
118.000,193.000,48.500,90.000,43.522,0.271,192.568,-1176.678,173.619
118.000,193.000,48.500,105.000,42.736,0.267,162.038,-1021.800,46.963
118.000,193.000,48.500,120.000,40.327,0.257,133.609,-863.008,-82.894
118.000,193.000,48.500,135.000,36.188,0.243,109.219,-711.125,-207.101
118.000,193.000,48.500,150.000,30.289,0.227,90.530,-576.500,-317.194
118.000,193.000,48.500,165.000,22.814,0.213,78.816,-468.308,-405.670
118.000,193.000,48.500,180.000,14.247,0.202,74.874,-393.921,-466.501
118.000,193.000,48.500,195.000,5.324,0.197,78.974,-358.410,-495.542
118.000,193.000,48.500,210.000,-3.116,0.196,90.836,-364.193,-490.812
118.000,193.000,48.500,225.000,-10.316,0.199,109.652,-410.878,-452.634
118.000,193.000,48.500,240.000,-15.734,0.204,134.139,-495.282,-383.611
118.000,193.000,48.500,255.000,-19.068,0.208,162.629,-611.654,-288.445
118.000,193.000,48.500,270.000,-20.189,0.209,193.180,-752.063,-173.622
118.000,193.000,48.500,285.000,-19.068,0.208,223.710,-906.941,-46.967
118.000,193.000,48.500,300.000,-15.734,0.204,252.139,-1065.732,82.890
118.000,193.000,48.500,315.000,-10.316,0.199,276.529,-1217.616,207.098
118.000,193.000,48.500,330.000,-3.116,0.196,295.218,-1352.242,317.193
118.000,193.000,48.500,345.000,5.324,0.197,306.933,-1460.435,405.672
118.000,193.000,48.500,360.000,14.247,0.202,310.874,-1534.822,466.505
,,,,,,,,
121.000,193.500,37.000,15.000,19.811,0.209,310.200,-1588.389,508.144
121.000,193.500,37.000,30.000,27.664,0.222,298.037,-1582.460,503.295
121.000,193.500,37.000,45.000,33.912,0.236,278.743,-1534.589,464.146
121.000,193.500,37.000,60.000,38.327,0.250,253.633,-1448.039,393.367
121.000,193.500,37.000,75.000,40.911,0.260,224.419,-1328.708,295.780
121.000,193.500,37.000,90.000,41.756,0.263,193.091,-1184.730,178.036
121.000,193.500,37.000,105.000,40.911,0.260,161.785,-1025.915,48.160
121.000,193.500,37.000,120.000,38.327,0.250,132.633,-863.086,-84.998
121.000,193.500,37.000,135.000,33.912,0.236,107.623,-707.341,-212.363
121.000,193.500,37.000,150.000,27.664,0.222,88.459,-569.292,-325.255
121.000,193.500,37.000,165.000,19.811,0.209,76.446,-458.349,-415.982
121.000,193.500,37.000,180.000,10.889,0.200,72.404,-382.070,-478.360
121.000,193.500,37.000,195.000,1.682,0.196,76.608,-345.655,-508.140
121.000,193.500,37.000,210.000,-6.941,0.198,88.772,-351.584,-503.291
121.000,193.500,37.000,225.000,-14.228,0.202,108.066,-399.455,-464.144
121.000,193.500,37.000,240.000,-19.664,0.208,133.175,-486.004,-393.366
121.000,193.500,37.000,255.000,-22.986,0.213,162.389,-605.334,-295.782
121.000,193.500,37.000,270.000,-24.099,0.215,193.717,-749.312,-178.040
121.000,193.500,37.000,285.000,-22.986,0.213,225.023,-908.127,-48.165
121.000,193.500,37.000,300.000,-19.664,0.208,254.175,-1070.955,84.993
121.000,193.500,37.000,315.000,-14.228,0.202,279.185,-1226.701,212.360
121.000,193.500,37.000,330.000,-6.941,0.198,298.350,-1364.750,325.254
121.000,193.500,37.000,345.000,1.682,0.196,310.362,-1475.694,415.983
121.000,193.500,37.000,360.000,10.889,0.200,314.404,-1551.974,478.364
,,,,,,,,
120.000,193.500,41.500,15.000,20.985,0.210,309.224,-1583.196,503.945
120.000,193.500,41.500,30.000,28.695,0.224,297.161,-1577.315,499.135
120.000,193.500,41.500,45.000,34.811,0.239,278.026,-1529.840,460.310
120.000,193.500,41.500,60.000,39.120,0.253,253.124,-1444.005,390.116
120.000,193.500,41.500,75.000,41.636,0.263,224.151,-1325.661,293.335
120.000,193.500,41.500,90.000,42.459,0.266,193.082,-1182.872,176.565
120.000,193.500,41.500,105.000,41.636,0.263,162.035,-1025.370,47.762
120.000,193.500,41.500,120.000,39.120,0.253,133.124,-863.887,-84.295
120.000,193.500,41.500,135.000,34.811,0.239,108.320,-709.429,-210.608
120.000,193.500,41.500,150.000,28.695,0.224,89.314,-572.521,-322.567
120.000,193.500,41.500,165.000,20.985,0.210,77.401,-462.494,-412.544
120.000,193.500,41.500,180.000,12.194,0.201,73.393,-386.846,-474.407
120.000,193.500,41.500,195.000,3.090,0.196,77.562,-350.732,-503.940
120.000,193.500,41.500,210.000,-5.470,0.197,89.625,-356.612,-499.131
120.000,193.500,41.500,225.000,-12.730,0.201,108.759,-404.087,-460.308
120.000,193.500,41.500,240.000,-18.165,0.206,133.661,-489.921,-390.115
120.000,193.500,41.500,255.000,-21.494,0.211,162.634,-608.265,-293.337
120.000,193.500,41.500,270.000,-22.612,0.213,193.703,-751.053,-176.568
120.000,193.500,41.500,285.000,-21.494,0.211,224.750,-908.555,-47.766
120.000,193.500,41.500,300.000,-18.165,0.206,253.661,-1070.038,84.291
120.000,193.500,41.500,315.000,-12.730,0.201,278.465,-1224.497,210.605
120.000,193.500,41.500,330.000,-5.470,0.197,297.471,-1361.405,322.566
120.000,193.500,41.500,345.000,3.090,0.196,309.384,-1471.432,412.546
120.000,193.500,41.500,360.000,12.194,0.201,313.393,-1547.081,474.410
,,,,,,,,
119.500,193.500,43.500,15.000,21.499,0.211,308.736,-1580.602,501.845
119.500,193.500,43.500,30.000,29.142,0.225,296.723,-1574.746,497.056
119.500,193.500,43.500,45.000,35.197,0.240,277.668,-1527.469,458.392
119.500,193.500,43.500,60.000,39.457,0.254,252.870,-1441.992,388.490
119.500,193.500,43.500,75.000,41.944,0.264,224.018,-1324.140,292.113
119.500,193.500,43.500,90.000,42.756,0.267,193.078,-1181.947,175.829
119.500,193.500,43.500,105.000,41.944,0.264,162.160,-1025.100,47.563
119.500,193.500,43.500,120.000,39.457,0.254,133.370,-864.290,-83.944
119.500,193.500,43.500,135.000,35.197,0.240,108.670,-710.476,-209.730
119.500,193.500,43.500,150.000,29.142,0.225,89.743,-574.139,-321.223
119.500,193.500,43.500,165.000,21.499,0.211,77.879,-464.570,-410.825
119.500,193.500,43.500,180.000,12.772,0.201,73.888,-389.237,-472.430
119.500,193.500,43.500,195.000,3.720,0.197,78.039,-353.273,-501.840
119.500,193.500,43.500,210.000,-4.806,0.197,90.052,-359.130,-497.051
119.500,193.500,43.500,225.000,-12.049,0.201,109.107,-406.407,-458.390
119.500,193.500,43.500,240.000,-17.480,0.206,133.905,-491.883,-388.490
119.500,193.500,43.500,255.000,-20.811,0.210,162.757,-609.733,-292.115
119.500,193.500,43.500,270.000,-21.930,0.212,193.696,-751.927,-175.833
119.500,193.500,43.500,285.000,-20.811,0.210,224.615,-908.773,-47.567
119.500,193.500,43.500,300.000,-17.480,0.206,253.405,-1069.583,83.940
119.500,193.500,43.500,315.000,-12.049,0.201,278.105,-1223.398,209.727
119.500,193.500,43.500,330.000,-4.806,0.197,297.032,-1359.735,321.222
119.500,193.500,43.500,345.000,3.720,0.197,308.896,-1469.305,410.827
119.500,193.500,43.500,360.000,12.772,0.201,312.888,-1544.638,472.434
,,,,,,,,
118.500,193.500,47.000,15.000,22.386,0.212,307.761,-1575.422,497.645
118.500,193.500,47.000,30.000,29.904,0.226,295.849,-1569.615,492.896
118.500,193.500,47.000,45.000,35.845,0.242,276.954,-1522.733,454.556
118.500,193.500,47.000,60.000,40.019,0.256,252.363,-1437.971,385.239
118.500,193.500,47.000,75.000,42.451,0.266,223.752,-1321.106,289.669
118.500,193.500,47.000,90.000,43.245,0.269,193.072,-1180.102,174.358
118.500,193.500,47.000,105.000,42.451,0.266,162.412,-1024.568,47.165
118.500,193.500,47.000,120.000,40.019,0.256,133.863,-865.104,-83.242
118.500,193.500,47.000,135.000,35.845,0.242,109.370,-712.577,-207.975
118.500,193.500,47.000,150.000,29.904,0.226,90.601,-577.381,-318.535
118.500,193.500,47.000,165.000,22.386,0.212,78.837,-468.729,-407.387
118.500,193.500,47.000,180.000,13.780,0.202,74.879,-394.026,-468.477
118.500,193.500,47.000,195.000,4.830,0.197,78.996,-358.363,-497.641
118.500,193.500,47.000,210.000,-3.625,0.197,90.908,-364.171,-492.892
118.500,193.500,47.000,225.000,-10.829,0.200,109.803,-411.052,-454.554
118.500,193.500,47.000,240.000,-16.244,0.204,134.394,-495.813,-385.239
118.500,193.500,47.000,255.000,-19.573,0.208,163.004,-612.677,-289.670
118.500,193.500,47.000,270.000,-20.693,0.210,193.685,-753.681,-174.361
118.500,193.500,47.000,285.000,-19.573,0.208,224.344,-909.214,-47.169
118.500,193.500,47.000,300.000,-16.244,0.204,252.894,-1068.679,83.238
118.500,193.500,47.000,315.000,-10.829,0.200,277.387,-1221.206,207.972
118.500,193.500,47.000,330.000,-3.625,0.197,296.156,-1356.403,318.534
118.500,193.500,47.000,345.000,4.830,0.197,307.920,-1465.055,407.389
118.500,193.500,47.000,360.000,13.780,0.202,311.879,-1539.759,468.480
,,,,,,,,
120.500,194.000,39.500,15.000,20.418,0.209,310.212,-1588.290,506.044
120.500,194.000,39.500,30.000,28.179,0.223,298.099,-1582.386,501.216
120.500,194.000,39.500,45.000,34.346,0.238,278.885,-1534.714,462.230
120.500,194.000,39.500,60.000,38.698,0.251,253.879,-1448.523,391.743
120.500,194.000,39.500,75.000,41.244,0.261,224.785,-1329.686,294.560
120.500,194.000,39.500,90.000,42.076,0.264,193.587,-1186.303,177.304
120.500,194.000,39.500,105.000,41.244,0.261,162.410,-1028.144,47.964
120.500,194.000,39.500,120.000,38.698,0.251,133.379,-865.989,-84.643
120.500,194.000,39.500,135.000,34.346,0.238,108.472,-710.887,-211.482
120.500,194.000,39.500,150.000,28.179,0.223,89.387,-573.408,-323.908
120.500,194.000,39.500,165.000,20.418,0.209,77.424,-462.922,-414.261
120.500,194.000,39.500,180.000,11.585,0.200,73.398,-386.957,-476.382
120.500,194.000,39.500,195.000,2.454,0.196,77.585,-350.692,-506.040
120.500,194.000,39.500,210.000,-6.117,0.197,89.697,-356.596,-501.211
120.500,194.000,39.500,225.000,-13.374,0.202,108.911,-404.267,-462.227
120.500,194.000,39.500,240.000,-18.800,0.207,133.917,-490.458,-391.743
120.500,194.000,39.500,255.000,-22.120,0.212,163.010,-609.294,-294.562
120.500,194.000,39.500,270.000,-23.233,0.214,194.209,-752.677,-177.307
120.500,194.000,39.500,285.000,-22.120,0.212,225.386,-910.835,-47.969
120.500,194.000,39.500,300.000,-18.800,0.207,254.417,-1072.991,84.639
120.500,194.000,39.500,315.000,-13.374,0.202,279.324,-1228.093,211.479
120.500,194.000,39.500,330.000,-6.117,0.197,298.410,-1365.572,323.908
120.500,194.000,39.500,345.000,2.454,0.196,310.373,-1476.059,414.263
120.500,194.000,39.500,360.000,11.585,0.200,314.398,-1552.024,476.386
,,,,,,,,
120.000,194.000,41.500,15.000,20.933,0.210,309.724,-1585.697,503.944
120.000,194.000,41.500,30.000,28.628,0.224,297.661,-1579.817,499.136
120.000,194.000,41.500,45.000,34.734,0.239,278.527,-1532.343,460.312
120.000,194.000,41.500,60.000,39.038,0.253,253.625,-1446.509,390.118
120.000,194.000,41.500,75.000,41.554,0.262,224.652,-1328.166,293.338
120.000,194.000,41.500,90.000,42.376,0.266,193.583,-1185.377,176.568
120.000,194.000,41.500,105.000,41.554,0.262,162.536,-1027.875,47.765
120.000,194.000,41.500,120.000,39.038,0.253,133.625,-866.392,-84.292
120.000,194.000,41.500,135.000,34.734,0.239,108.821,-711.934,-210.604
120.000,194.000,41.500,150.000,28.628,0.224,89.815,-575.026,-322.564
120.000,194.000,41.500,165.000,20.933,0.210,77.902,-464.998,-412.542
120.000,194.000,41.500,180.000,12.163,0.201,73.893,-389.349,-474.406
120.000,194.000,41.500,195.000,3.082,0.196,78.062,-353.233,-503.940
120.000,194.000,41.500,210.000,-5.455,0.197,90.125,-359.113,-499.132
120.000,194.000,41.500,225.000,-12.697,0.201,109.259,-406.587,-460.309
120.000,194.000,41.500,240.000,-18.119,0.206,134.161,-492.420,-390.117
120.000,194.000,41.500,255.000,-21.442,0.211,163.133,-610.763,-293.340
120.000,194.000,41.500,270.000,-22.557,0.212,194.202,-753.550,-176.571
120.000,194.000,41.500,285.000,-21.442,0.211,225.250,-911.052,-47.770
120.000,194.000,41.500,300.000,-18.119,0.206,254.161,-1072.535,84.288
120.000,194.000,41.500,315.000,-12.697,0.201,278.965,-1226.994,210.602
120.000,194.000,41.500,330.000,-5.455,0.197,297.971,-1363.903,322.564
120.000,194.000,41.500,345.000,3.082,0.196,309.884,-1473.931,412.544
120.000,194.000,41.500,360.000,12.163,0.201,313.893,-1549.581,474.409
,,,,,,,,
119.500,194.000,43.500,15.000,21.446,0.211,309.236,-1583.103,501.844
119.500,194.000,43.500,30.000,29.074,0.224,297.224,-1577.248,497.056
119.500,194.000,43.500,45.000,35.120,0.240,278.169,-1529.972,458.394
119.500,194.000,43.500,60.000,39.376,0.254,253.371,-1444.496,388.492
119.500,194.000,43.500,75.000,41.861,0.263,224.519,-1326.645,292.116
119.500,194.000,43.500,90.000,42.673,0.267,193.579,-1184.452,175.832
119.500,194.000,43.500,105.000,41.861,0.263,162.661,-1027.606,47.566
119.500,194.000,43.500,120.000,39.376,0.254,133.871,-866.796,-83.941
119.500,194.000,43.500,135.000,35.120,0.240,109.171,-712.981,-209.727
119.500,194.000,43.500,150.000,29.074,0.224,90.244,-576.643,-321.220
119.500,194.000,43.500,165.000,21.446,0.211,78.380,-467.074,-410.823
119.500,194.000,43.500,180.000,12.740,0.201,74.388,-391.740,-472.429
119.500,194.000,43.500,195.000,3.710,0.197,78.539,-355.775,-501.840
119.500,194.000,43.500,210.000,-4.794,0.197,90.552,-361.630,-497.052
119.500,194.000,43.500,225.000,-12.019,0.201,109.606,-408.906,-458.391
119.500,194.000,43.500,240.000,-17.436,0.206,134.405,-494.382,-388.492
119.500,194.000,43.500,255.000,-20.760,0.210,163.256,-612.232,-292.117
119.500,194.000,43.500,270.000,-21.876,0.211,194.196,-754.424,-175.836
119.500,194.000,43.500,285.000,-20.760,0.210,225.114,-911.270,-47.571
119.500,194.000,43.500,300.000,-17.436,0.206,253.905,-1072.080,83.937
119.500,194.000,43.500,315.000,-12.019,0.201,278.605,-1225.895,209.724
119.500,194.000,43.500,330.000,-4.794,0.197,297.532,-1362.234,321.220
119.500,194.000,43.500,345.000,3.710,0.197,309.396,-1471.804,410.825
119.500,194.000,43.500,360.000,12.740,0.201,313.388,-1547.138,472.432
,,,,,,,,
119.000,194.000,45.500,15.000,21.958,0.212,308.748,-1580.510,499.745
119.000,194.000,45.500,30.000,29.519,0.225,296.786,-1574.679,494.976
119.000,194.000,45.500,45.000,35.502,0.241,277.811,-1527.601,456.476
119.000,194.000,45.500,60.000,39.711,0.255,253.117,-1442.482,386.867
119.000,194.000,45.500,75.000,42.166,0.265,224.386,-1325.125,290.894
119.000,194.000,45.500,90.000,42.967,0.268,193.576,-1183.526,175.097
119.000,194.000,45.500,105.000,42.166,0.265,162.787,-1027.337,47.367
119.000,194.000,45.500,120.000,39.711,0.255,134.117,-867.200,-83.590
119.000,194.000,45.500,135.000,35.502,0.241,109.520,-714.028,-208.849
119.000,194.000,45.500,150.000,29.519,0.225,90.672,-578.261,-319.876
119.000,194.000,45.500,165.000,21.958,0.212,78.858,-469.150,-409.104
119.000,194.000,45.500,180.000,13.315,0.202,74.883,-394.132,-470.452
119.000,194.000,45.500,195.000,4.337,0.197,79.017,-358.317,-499.740
119.000,194.000,45.500,210.000,-4.131,0.197,90.979,-364.148,-494.972
119.000,194.000,45.500,225.000,-11.338,0.200,109.954,-411.226,-456.473
119.000,194.000,45.500,240.000,-16.751,0.205,134.648,-496.344,-386.866
119.000,194.000,45.500,255.000,-20.075,0.209,163.379,-613.700,-290.895
119.000,194.000,45.500,270.000,-21.192,0.210,194.189,-755.298,-175.100
119.000,194.000,45.500,285.000,-20.075,0.209,224.978,-911.488,-47.372
119.000,194.000,45.500,300.000,-16.751,0.205,253.648,-1071.625,83.585
119.000,194.000,45.500,315.000,-11.338,0.200,278.245,-1224.797,208.847
119.000,194.000,45.500,330.000,-4.131,0.197,297.093,-1360.564,319.876
119.000,194.000,45.500,345.000,4.337,0.197,308.907,-1469.676,409.106
119.000,194.000,45.500,360.000,13.315,0.202,312.883,-1544.695,470.456
,,,,,,,,
118.000,194.000,49.000,15.000,22.839,0.213,307.774,-1575.330,495.545
118.000,194.000,49.000,30.000,30.274,0.227,295.912,-1569.548,490.817
118.000,194.000,49.000,45.000,36.146,0.243,277.097,-1522.865,452.640
118.000,194.000,49.000,60.000,40.268,0.257,252.610,-1438.462,383.616
118.000,194.000,49.000,75.000,42.669,0.267,224.120,-1322.091,288.449
118.000,194.000,49.000,90.000,43.452,0.270,193.569,-1181.682,173.625
118.000,194.000,49.000,105.000,42.669,0.267,163.039,-1026.805,46.969
118.000,194.000,49.000,120.000,40.268,0.257,134.610,-868.013,-82.887
118.000,194.000,49.000,135.000,36.146,0.243,110.220,-716.129,-207.094
118.000,194.000,49.000,150.000,30.274,0.227,91.530,-581.503,-317.188
118.000,194.000,49.000,165.000,22.839,0.213,79.816,-473.309,-405.666
118.000,194.000,49.000,180.000,14.318,0.202,75.874,-398.921,-466.499
118.000,194.000,49.000,195.000,5.444,0.197,79.973,-363.407,-495.541
118.000,194.000,49.000,210.000,-2.952,0.196,91.835,-369.189,-490.813
118.000,194.000,49.000,225.000,-10.118,0.199,110.650,-415.872,-452.637
118.000,194.000,49.000,240.000,-15.513,0.204,135.137,-500.274,-383.615
118.000,194.000,49.000,255.000,-18.834,0.207,163.627,-616.644,-288.451
118.000,194.000,49.000,270.000,-19.951,0.209,194.178,-757.052,-173.628
